features,ChurnIndex
"[31.0,96.14,2760.62,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[7.0,78.69,586.36,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",1.0
"[52.0,94.35,5072.8,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[47.0,74.73,3667.96,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[8.0,105.31,889.78,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[71.0,68.79,4348.61,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[14.0,98.24,1360.38,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[22.0,74.43,1692.46,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[10.0,89.74,843.15,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[62.0,78.85,5405.39,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[6.0,106.29,613.76,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[64.0,62.87,3891.43,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[8.0,91.91,748.43,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",1.0
"[11.0,69.21,826.74,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[4.0,88.52,386.98,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[25.0,27.52,640.45,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[35.0,37.88,1391.15,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[9.0,95.95,927.18,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[4.0,74.08,276.89,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[41.0,49.73,2108.77,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[34.0,23.83,659.62,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[4.0,95.52,346.48,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[33.0,62.66,2043.83,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[34.0,70.15,2594.52,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[50.0,46.03,2558.4,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[47.0,92.54,3931.28,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[20.0,59.4,1359.94,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[28.0,40.95,936.97,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[2.0,82.02,178.6,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[59.0,64.67,4380.42,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[63.0,84.56,5544.3,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[2.0,85.5,152.56,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[11.0,105.55,1076.49,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[29.0,49.63,1326.96,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[11.0,69.41,668.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[8.0,86.47,694.35,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[9.0,100.32,919.4,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[44.0,36.88,1787.16,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[43.0,90.78,3915.69,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[10.0,94.69,977.54,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",1.0
"[34.0,73.92,2352.7,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[18.0,24.74,314.7,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[3.0,77.1,231.81,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[27.0,32.63,731.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[3.0,64.46,216.33,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[37.0,74.31,2401.63,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[35.0,58.36,2026.37,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[15.0,49.88,837.89,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[60.0,50.4,2609.79,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[37.0,63.55,2456.84,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[5.0,74.37,418.24,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[35.0,82.76,3084.81,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[48.0,51.22,2536.42,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[48.0,34.29,1818.62,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[2.0,66.08,130.14,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[4.0,87.9,324.88,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",1.0
"(10,[1,3,5,7],[79.27,1.0,1.0,1.0])",0.0
"[51.0,20.28,1495.28,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[71.0,89.88,6186.39,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[40.0,84.96,3283.67,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[58.0,55.61,3031.59,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[41.0,29.38,1301.92,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[4.0,83.04,292.38,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[2.0,71.92,142.97,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[20.0,47.31,943.32,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[7.0,78.69,540.68,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[1.0,91.97,92.74,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",1.0
"[27.0,42.96,1084.95,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[54.0,81.93,4003.14,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[14.0,55.02,860.2,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[35.0,81.79,2993.66,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[6.0,83.87,491.97,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[22.0,77.88,1855.09,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[3.0,83.81,222.14,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",1.0
"[2.0,89.41,170.57,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[48.0,98.25,4299.02,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[6.0,61.3,411.73,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[5.0,77.51,355.11,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[60.0,35.55,1900.73,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[1.0,65.15,64.47,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[44.0,53.51,2778.36,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[62.0,56.26,3024.88,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[6.0,104.65,633.45,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[36.0,29.29,734.27,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[6.0,69.23,453.54,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[49.0,59.66,2821.94,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[51.0,35.73,1764.87,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[52.0,24.26,1026.52,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[10.0,103.66,999.6,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[13.0,63.57,934.15,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[6.0,77.86,433.72,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[41.0,44.2,2142.63,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[44.0,62.84,2888.09,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[36.0,59.16,1817.74,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[52.0,87.99,4341.06,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[5.0,108.57,585.08,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[12.0,80.06,1077.24,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[9.0,73.54,607.27,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[2.0,96.57,199.59,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",1.0
"[37.0,38.33,1685.95,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[32.0,25.7,809.69,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[10.0,75.69,724.23,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[70.0,28.56,2033.04,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[11.0,74.35,850.53,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",1.0
"[6.0,84.56,453.28,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[64.0,24.19,2186.29,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[11.0,107.63,1192.68,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"(10,[0,1,3,6,9],[19.0,49.04,1.0,1.0,1.0])",0.0
"[23.0,92.34,1992.15,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[8.0,60.84,427.91,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[48.0,30.05,1058.47,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[36.0,56.05,1778.21,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",1.0
"(10,[0,1,3,5,8],[65.0,38.89,1.0,1.0,1.0])",0.0
"[31.0,29.43,1048.87,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"(10,[0,1,4,5,8],[5.0,69.0,1.0,1.0,1.0])",0.0
"[63.0,93.03,6011.36,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[66.0,89.68,5555.94,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[6.0,85.58,557.52,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[29.0,91.82,2662.52,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[25.0,48.23,1157.62,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[24.0,54.29,1228.86,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[40.0,74.55,2910.35,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[19.0,75.25,1310.49,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[11.0,64.59,773.12,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[50.0,24.3,905.54,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[4.0,77.72,336.34,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",1.0
"[67.0,38.11,1994.77,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[1.0,66.25,67.8,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[14.0,46.62,649.65,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[4.0,108.54,456.63,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[14.0,48.47,658.77,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[32.0,51.49,1885.03,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[32.0,92.63,3255.37,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[6.0,101.89,633.48,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[14.0,67.63,894.23,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[63.0,25.61,1387.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[44.0,82.57,3700.91,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[52.0,29.73,2002.21,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[39.0,36.72,1508.84,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[25.0,91.43,2501.44,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[6.0,102.62,653.25,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"(10,[1,4,5,7],[74.93,1.0,1.0,1.0])",0.0
"[23.0,83.16,1882.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[6.0,65.25,427.38,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[10.0,71.17,729.35,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[43.0,88.62,3858.15,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[31.0,33.52,1251.58,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[19.0,41.07,597.85,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[33.0,53.54,1878.92,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[49.0,57.21,3163.3,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[12.0,91.64,1159.43,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[49.0,66.05,2772.34,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[18.0,78.78,1505.34,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[66.0,26.04,1654.97,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[32.0,37.76,1013.35,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[30.0,24.62,940.89,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[3.0,65.68,223.27,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[48.0,44.78,2390.62,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[6.0,93.87,561.31,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",1.0
"[12.0,28.79,326.74,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[6.0,83.85,495.86,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",1.0
"[24.0,33.93,864.95,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[7.0,101.17,667.05,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[41.0,41.31,1988.05,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"(10,[0,1,3,5,8],[54.0,28.47,1.0,1.0,1.0])",0.0
"[9.0,74.14,723.54,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[54.0,25.9,1184.03,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[18.0,75.0,1220.46,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[42.0,51.0,2249.07,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[61.0,56.1,3152.56,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[71.0,87.79,6432.09,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[6.0,83.93,481.52,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",1.0
"[7.0,94.03,610.18,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",1.0
"[8.0,71.08,551.89,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[10.0,92.64,1014.8,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[57.0,81.89,4270.8,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[50.0,83.42,4119.86,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[41.0,83.33,3298.51,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[66.0,88.6,5272.03,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"(10,[0,1,3,5,7],[39.0,68.75,1.0,1.0,1.0])",0.0
"[19.0,94.61,1916.75,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[5.0,65.53,375.52,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[12.0,57.61,605.79,1.0,0.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[4.0,61.45,255.16,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[28.0,52.34,1490.45,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[57.0,21.56,684.74,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[29.0,94.96,2512.84,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[66.0,48.28,3764.08,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[29.0,44.07,1395.01,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[66.0,61.02,4063.91,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[8.0,90.85,805.28,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[70.0,77.46,5625.64,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[6.0,60.8,412.81,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[2.0,77.46,168.4,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[17.0,43.37,720.22,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[10.0,104.14,1034.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[33.0,42.87,1207.07,0.0,1.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[62.0,51.25,2850.05,0.0,1.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[9.0,109.74,1039.6,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[34.0,97.62,3543.32,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",0.0
"[41.0,27.15,914.19,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",0.0
"[5.0,75.93,426.72,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[20.0,68.49,1249.73,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[57.0,24.36,1552.32,0.0,1.0,0.0,1.0,0.0,0.0,1.0]",0.0
"[61.0,60.51,3404.51,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[3.0,90.83,261.43,1.0,0.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[12.0,99.92,1304.63,0.0,1.0,1.0,0.0,0.0,0.0,1.0]",0.0
"[40.0,70.3,2624.59,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[40.0,69.06,2767.34,1.0,0.0,1.0,0.0,1.0,0.0,0.0]",1.0
"[32.0,63.7,2095.65,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[9.0,85.73,722.94,1.0,0.0,0.0,1.0,0.0,0.0,1.0]",1.0
"[5.0,90.77,467.53,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[38.0,21.24,870.08,1.0,0.0,0.0,1.0,0.0,1.0,0.0]",0.0
"[8.0,87.91,709.64,0.0,1.0,0.0,1.0,1.0,0.0,0.0]",1.0
"[70.0,94.99,6591.29,0.0,1.0,1.0,0.0,0.0,1.0,0.0]",0.0
"[1.0,91.44,82.69,1.0,0.0,1.0,0.0,0.0,1.0,0.0]",0.0
